Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories,steps_1wk,steps_6wk
"2013-07-04",3656,6804,3.3,0,697,198,239,66,2453,0,0
"2013-07-05",2932,12197,5.91,0,632,142,175,37,1570,0,0
"2013-07-06",2704,8473,4.11,0,779,131,165,10,1260,0,0
"2013-07-07",2714,10144,4.92,0,729,182,144,8,1297,0,0
"2013-07-08",2840,12472,6.04,0,1018,164,177,7,1433,0,0
"2013-07-09",2797,11663,5.65,0,693,176,144,17,1383,0,0
"2013-07-10",2640,10468,5.07,0,775,137,141,7,1187,8821,0
"2013-07-11",2646,9622,4.66,0,779,139,125,15,1147,9345,0
"2013-07-12",2382,6609,3.2,0,899,104,68,18,788,8977,0
"2013-07-13",2936,12169,5.9,0,971,190,177,17,1583,8711,0
"2013-07-14",3599,21734,10.53,0,531,174,245,78,2402,9000,0
"2013-07-15",2870,12220,5.92,0,657,200,183,5,1517,10323,0
"2013-07-16",3169,8552,4.14,0,705,244,131,40,1837,10403,0
"2013-07-17",3029,14459,7.01,0,532,201,166,41,1723,10129,0
"2013-07-18",2739,9789,4.74,0,838,210,111,16,1300,10820,0
"2013-07-19",2980,15285,7.41,0,658,147,140,55,1589,11274,0
"2013-07-20",2771,12230,5.93,0,714,123,109,50,1291,11719,0
"2013-07-21",2890,14120,6.84,0,785,142,111,60,1473,10362,0
"2013-07-22",2736,11101,5.38,0,797,166,124,28,1311,10633,0
"2013-07-23",2777,12314,5.97,0,905,143,156,18,1362,10997,0
"2013-07-24",2933,13883,6.73,0,1106,178,100,56,1517,10691,0
"2013-07-25",2762,12542,6.08,0,1134,129,158,19,1339,11276,0
"2013-07-26",2736,11678,5.66,0,1130,145,157,8,1306,10884,0
"2013-07-27",2756,10284,4.98,0,1085,209,131,15,1362,10805,0
"2013-07-28",3370,21375,10.36,0,1038,152,144,106,2061,10257,0
"2013-07-29",2825,12899,6.25,0,1112,151,148,29,1428,11725,0
"2013-07-30",2707,12010,5.82,0,1188,102,113,37,1212,11808,0
"2013-07-31",2924,14940,7.24,0,1120,122,151,47,1509,11541,0
"2013-08-01",2843,13574,6.58,0,1143,135,107,55,1403,11883,0
"2013-08-02",2547,8750,4.24,0,1206,121,81,32,1008,12154,0
"2013-08-03",2576,9099,4.41,0,1190,128,103,19,1049,11935,0
"2013-08-04",3114,18257,8.85,0,1097,125,123,95,1754,10181,0
"2013-08-05",2851,13180,6.39,0,1114,163,116,47,1448,10947,0
"2013-08-06",2942,16243,7.87,0,1145,92,154,49,1512,11114,0
"2013-08-07",2729,12085,5.86,0,1169,129,89,53,1269,11300,0
"2013-08-08",2817,14594,7.07,0,1193,86,78,83,1340,11087,0
"2013-08-09",3325,20606,9.99,0,1044,153,146,97,1988,11922,0
"2013-08-10",2565,9433,4.57,0,1198,122,80,40,1056,13566,0
"2013-08-11",2922,14476,7.03,0,1124,151,91,74,1503,12305,0
"2013-08-12",2695,12258,5.94,0,1174,111,133,22,1239,12491,0
"2013-08-13",2748,12220,5.92,0,1175,124,78,63,1266,11921,0
"2013-08-14",2809,13768,6.67,0,1175,108,83,74,1340,11941,12305
"2013-08-15",2867,13407,6.5,0,1127,148,111,54,1431,11823,12470
"2013-08-16",3053,16345,7.92,0,1088,152,139,61,1669,10794,12499
"2013-08-17",2537,10779,5.22,0,1249,65,81,45,995,11782,12687
"2013-08-18",3301,20577,9.97,0,1045,147,146,102,1989,11253,12702
"2013-08-19",2932,15723,7.62,0,1133,129,101,77,1544,12442,12895
"2013-08-20",2726,13227,6.41,0,1189,85,127,39,1257,12942,12991
"2013-08-21",2884,14284,6.92,0,1140,135,101,64,1451,12865,13057
"2013-08-22",2826,14241,6.9,0,1173,91,109,67,1361,12990,13168
"2013-08-23",2959,15903,7.71,0,1124,118,137,61,1553,12690,13350
"2013-08-24",3099,16929,8.2,0,1087,148,130,75,1706,13422,13439
"2013-08-25",3278,18970,9.21,0,1034,184,124,98,1945,12901,13324
"2013-08-26",1949,3212,1.56,0,1380,26,15,19,311,13364,13485
"2013-08-27",2290,5384,2.61,0,1243,128,56,13,748,11934,13358
"2013-08-28",2342,4409,2.14,0,1195,191,54,0,817,10662,13142
"2013-08-29",2572,9183,4.45,0,1184,138,103,15,1072,9258,13014
"2013-08-30",2923,13869,6.72,0,1074,170,176,20,1563,8298,12868
"2013-08-31",2332,6061,2.94,0,1267,101,52,20,724,7861,12907
"2013-09-01",2699,12264,5.94,0,1201,102,76,61,1206,6016,12716
"2013-09-02",2560,10976,5.32,0,1212,76,133,19,1080,7310,12743
"2013-09-03",2404,6491,3.15,0,1226,135,70,9,840,8108,12711
"2013-09-04",2243,4041,1.96,0,1272,122,41,5,611,8406,12535
"2013-09-05",2804,12447,6.03,0,1115,167,127,31,1400,7671,12333
"2013-09-06",2469,8868,4.3,0,1251,86,64,39,906,7468,12351
"2013-09-07",2375,6167,2.99,0,1213,132,93,2,843,7869,12318
"2013-09-08",2439,7407,3.59,0,1217,121,88,14,900,6998,11955
"2013-09-09",2693,12871,6.24,0,1191,67,164,18,1209,6488,11825
"2013-09-10",2329,5962,2.89,0,1243,118,70,9,772,7400,11845
"2013-09-11",2867,15143,7.34,0,1161,84,143,52,1420,7674,11631
"2013-09-12",3025,17026,8.25,0,1126,104,150,60,1608,8059,11669
"2013-09-13",2998,12949,6.28,0,970,274,191,5,1753,9225,11866
"2013-09-14",2945,12265,5.94,0,977,303,152,8,1715,10194,11957
"2013-09-15",2617,7816,3.79,0,1097,231,109,3,1219,10888,11815
"2013-09-16",2737,11890,5.76,0,1161,139,90,50,1277,10165,11687
"2013-09-17",2729,11807,5.79,0,1166,126,104,44,1254,11012,11583
"2013-09-18",2570,10203,4.95,0,1223,102,65,50,1046,10536,11577
"2013-09-19",2740,12719,6.16,0,1183,105,88,64,1269,9561,11472
"2013-09-20",2515,9307,4.54,0,1233,97,71,39,977,9528,11285
"2013-09-21",2207,4120,2,0,1250,131,58,1,665,9106,11282
